Wall time,Step,Value
1667950674.6467931,5000,29.1235294342041
1667950679.848884,10000,30.337499618530273
1667950685.092918,15000,32.65068435668945
1667950691.150174,20000,29.907407760620117
1667950695.8946862,25000,30.297468185424805
1667950699.709159,30000,29.192771911621094
1667950706.122651,35000,30.356250762939453
1667950712.8663683,40000,29.132530212402344
1667950719.816489,45000,28.809524536132812
1667950726.6425483,50000,29.07831382751465
1667950732.8811007,55000,28.235294342041016
1667950738.9839003,60000,26.177419662475586
1667950746.1830149,65000,26.505556106567383
1667950753.272313,70000,25.97311782836914
1667950760.4175377,75000,26.146739959716797
1667950767.5707164,80000,25.93010711669922
1667950774.350855,85000,26.08152198791504
1667950780.3493788,90000,25.21875
1667950787.375781,95000,25.273683547973633
1667950794.2009954,100000,25.268421173095703
1667950801.2996218,105000,24.99479103088379
1667950808.0620255,110000,25.31052589416504
1667950815.3488362,115000,24.309999465942383
1667950821.0555477,120000,24.030303955078125
1667950828.3651402,125000,23.96500015258789
1667950835.4185824,130000,25.09375
1667950842.5541298,135000,23.864999771118164
1667950849.6521964,140000,23.764705657958984
1667950856.5536053,145000,24.171716690063477
1667950862.3664308,150000,23.377450942993164
1667950869.4979236,155000,23.291261672973633
1667950876.6890156,160000,23.2281551361084
1667950883.4966147,165000,23.915000915527344
1667950890.3723967,170000,23.598039627075195
1667950897.4113357,175000,23.412620544433594
1667950903.118432,180000,22.74761962890625
1667950909.920079,185000,22.71904754638672
1667950916.843893,190000,22.523365020751953
1667950923.7677035,195000,23.092233657836914
1667950930.8066618,200000,22.4158878326416
1667950936.4925964,205000,22.322429656982422
1667950943.2527697,210000,22.13888931274414
1667950950.3708844,215000,21.97706413269043
1667950957.3865705,220000,22.654205322265625
1667950964.2540283,225000,22.725961685180664
1667950971.1880572,230000,22.345794677734375
1667950977.0730836,235000,22.556604385375977
1667950983.687001,240000,22.148147583007812
1667950990.5587673,245000,22.537384033203125
1667950997.410432,250000,21.848623275756836
1667951004.2974067,255000,22.336448669433594
1667951011.093072,260000,22.462615966796875
1667951016.66374,265000,21.95833396911621
1667951023.766178,270000,22.564815521240234
1667951030.6368263,275000,21.879629135131836
1667951037.5687668,280000,21.595455169677734
1667951044.5250134,285000,21.93181800842285
1667951051.4213238,290000,21.5181827545166
1667951056.7777417,295000,22.823808670043945
1667951063.659238,300000,21.995412826538086
1667951070.527762,305000,22.420560836791992
1667951077.3396802,310000,22.027523040771484
1667951084.112429,315000,21.41891860961914
1667951090.7919116,320000,23.233009338378906
1667951096.2324736,325000,21.722726821899414
1667951103.1247413,330000,21.352678298950195
1667951110.0123482,335000,21.092920303344727
1667951117.120792,340000,21.048246383666992
1667951124.0260491,345000,21.454954147338867
1667951131.128855,350000,20.799999237060547
1667951136.5434058,355000,21.323009490966797
1667951143.5154994,360000,21.64678955078125
1667951150.7449396,365000,20.435897827148438
1667951157.8055193,370000,20.77391242980957
1667951164.670848,375000,20.28205108642578
1667951171.3104894,380000,20.83478355407715
1667951176.838058,385000,20.828947067260742
1667951184.0854368,390000,19.92436981201172
1667951191.015159,395000,20.54310417175293
1667951198.0599582,400000,20.216102600097656
1667951205.0137737,405000,19.774999618530273
1667951211.9751527,410000,20.292373657226562
1667951217.451255,415000,19.862499237060547
1667951224.6208076,420000,19.862499237060547
1667951231.5794268,425000,19.00806427001953
1667951238.852943,430000,19.520492553710938
1667951245.881622,435000,19.52458953857422
1667951251.717099,440000,18.55078125
1667951258.9676483,445000,18.49609375
1667951266.6383798,450000,17.79323387145996
1667951273.9143822,455000,17.884328842163086
1667951280.8266764,460000,18.3046875
1667951288.6285677,465000,17.844444274902344
1667951294.7468894,470000,17.80152702331543
1667951302.0602512,475000,17.852272033691406
1667951309.477668,480000,17.29197120666504
1667951317.1590996,485000,17.430147171020508
1667951324.5917418,490000,17.02898597717285
1667951332.1563108,495000,16.776596069335938
1667951338.6899996,500000,17.046762466430664
1667951346.1907554,505000,17.28308868408203
1667951353.5997882,510000,17.34926414489746
1667951361.2074091,515000,17.0
1667951368.917638,520000,16.785715103149414
1667951376.6366587,525000,16.707746505737305
1667951382.7192323,530000,16.77857208251953
1667951390.3846343,535000,16.531469345092773
1667951398.131073,540000,16.34964942932129
1667951406.139251,545000,16.167808532714844
1667951414.1136997,550000,16.313793182373047
1667951421.4297276,555000,16.56690216064453
1667951428.1023617,560000,16.40277862548828
1667951435.4225194,565000,16.556337356567383
1667951443.4567523,570000,16.28472137451172
1667951451.0144873,575000,16.299999237060547
1667951458.8663814,580000,16.154109954833984
1667951466.4989383,585000,16.203447341918945
1667951473.20793,590000,15.75
1667951480.7673855,595000,15.93537425994873
1667951489.0456786,600000,15.847972869873047
1667951496.9339054,605000,15.880000114440918
1667951504.991719,610000,15.917808532714844
1667951512.6006603,615000,15.908783912658691
1667951519.383261,620000,15.812080383300781
1667951527.2161078,625000,15.91554069519043
1667951534.9616075,630000,15.751677513122559
1667951543.1656115,635000,15.718120574951172
1667951550.6737077,640000,15.979591369628906
1667951558.9001846,645000,15.845637321472168
1667951565.2551246,650000,15.908783912658691
1667951573.0276685,655000,16.109588623046875
1667951580.9176219,660000,16.258621215820312
1667951588.8738654,665000,16.010204315185547
1667951596.7690563,670000,16.05137062072754
1667951604.5895934,675000,15.91554069519043
1667951611.1516962,680000,16.047618865966797
1667951619.0160308,685000,15.95608139038086
1667951626.9057233,690000,15.877551078796387
1667951635.0610402,695000,15.835570335388184
1667951643.0217645,700000,16.265518188476562
1667951649.4302974,705000,16.116437911987305
1667951657.2263682,710000,15.952381134033203
1667951665.2316,715000,15.761744499206543
1667951673.1439965,720000,16.08783721923828
1667951680.8947759,725000,16.05862045288086
1667951688.9866729,730000,15.463815689086914
1667951695.6680799,735000,15.65666675567627
1667951703.8362246,740000,15.619999885559082
1667951712.1271644,745000,15.559602737426758
1667951720.056872,750000,15.463815689086914
1667951728.1411324,755000,15.450657844543457
1667951736.232764,760000,15.3496732711792
1667951743.182522,765000,15.320261001586914
1667951751.3147526,770000,15.28246784210205
1667951759.4434204,775000,15.272727012634277
1667951767.6601357,780000,15.172078132629395
1667951775.8361309,785000,15.339869499206543
1667951783.8851848,790000,15.30718994140625
1667951790.754433,795000,15.22580623626709
1667951798.7929077,800000,15.290849685668945
1667951806.9024224,805000,15.539473533630371
1667951815.0348544,810000,15.309210777282715
1667951823.158978,815000,15.3496732711792
1667951831.3367383,820000,15.199999809265137
1667951838.0399852,825000,15.201298713684082
1667951846.3556283,830000,15.220779418945312
1667951854.5680048,835000,15.253246307373047
1667951862.7430027,840000,15.170968055725098
1667951871.0835268,845000,15.318181991577148
1667951879.306439,850000,15.241829872131348
1667951886.167238,855000,15.29411792755127
1667951894.2924335,860000,15.240260124206543
1667951902.34623,865000,15.352941513061523
1667951910.39552,870000,15.4703950881958
1667951918.6988401,875000,15.311688423156738
1667951926.780662,880000,15.443708419799805
1667951933.468293,885000,15.473684310913086
1667951941.5935497,890000,15.336601257324219
1667951949.5036554,895000,15.25649356842041
1667951957.5651033,900000,15.583333015441895
1667951965.6910975,905000,15.293548583984375
1667951974.0328074,910000,15.186274528503418
1667951980.8508654,915000,15.116128921508789
1667951989.0872169,920000,15.09615421295166
1667951997.0170796,925000,15.093548774719238
1667952005.7316952,930000,15.093548774719238
1667952013.8225744,935000,15.151613235473633
1667952022.001556,940000,15.246753692626953
1667952028.902178,945000,15.118589401245117
1667952037.049332,950000,15.133116722106934
1667952045.3828595,955000,15.125
1667952053.48354,960000,15.107142448425293
1667952061.7852626,965000,15.125
1667952068.6596293,970000,15.054839134216309
1667952076.9189272,975000,15.090322494506836
1667952085.1511915,980000,15.067307472229004
1667952093.5332654,985000,15.16451644897461
1667952101.6331537,990000,15.051612854003906
1667952110.0147357,995000,15.122580528259277
1667952116.5802846,1000000,15.08012866973877
1667952125.1130106,1005000,15.090322494506836
1667952133.2610185,1010000,15.156050682067871
1667952141.5854943,1015000,15.1875
1667952149.630676,1020000,15.02884578704834
1667952157.9848151,1025000,15.199999809265137
1667952164.5580292,1030000,15.201298713684082
1667952172.9303937,1035000,15.151613235473633
1667952181.1496227,1040000,15.201298713684082
1667952189.5154977,1045000,15.25649356842041
1667952197.717011,1050000,15.220779418945312
1667952205.985149,1055000,15.15384578704834
1667952213.027918,1060000,15.176470756530762
1667952220.909478,1065000,15.122580528259277
1667952229.3592358,1070000,15.141935348510742
1667952237.679108,1075000,15.24350643157959
1667952245.7566075,1080000,15.339869499206543
1667952254.1214263,1085000,15.306451797485352
1667952260.7347426,1090000,15.350993156433105
1667952268.8206687,1095000,15.203226089477539
1667952277.0721674,1100000,15.181818008422852
1667952285.3302875,1105000,15.21753215789795
1667952293.8685453,1110000,15.208333015441895
1667952301.920575,1115000,15.149351119995117
1667952308.7278707,1120000,15.241829872131348
1667952316.7727323,1125000,15.28246784210205
1667952324.9554758,1130000,15.211038589477539
1667952333.0810676,1135000,15.119355201721191
1667952341.6426127,1140000,15.12580680847168
1667952349.4989626,1145000,15.106451988220215
1667952356.6557732,1150000,15.099358558654785
1667952364.618907,1155000,15.178571701049805
1667952373.043309,1160000,15.199999809265137
1667952381.1199641,1165000,15.152597427368164
1667952389.148929,1170000,15.209677696228027
1667952397.322218,1175000,15.233766555786133
1667952404.2285125,1180000,15.424342155456543
1667952412.4396536,1185000,15.3496732711792
1667952420.8009167,1190000,15.434210777282715
1667952428.8374825,1195000,15.363636016845703
1667952436.9001064,1200000,15.309210777282715
1667952445.2637537,1205000,15.240260124206543
1667952451.8887005,1210000,15.277777671813965
1667952460.180473,1215000,15.330065727233887
1667952467.8980079,1220000,15.34313678741455
1667952476.1546698,1225000,15.434640884399414
1667952484.160531,1230000,15.476820945739746
1667952492.0353606,1235000,15.405228614807129
1667952499.0047882,1240000,15.519867897033691
1667952506.9815726,1245000,15.572368621826172
1667952515.016172,1250000,15.556666374206543
1667952522.8771791,1255000,15.483552932739258
1667952531.1385207,1260000,15.533112525939941
