Wall time,Step,Value
1667359935.0129,5000,115.17201232910156
1667359937.7109673,10000,125.93146514892578
1667359951.6590571,15000,122.7000503540039
1667359956.5057106,20000,120.7311782836914
1667359969.0704784,25000,126.9493408203125
1667359973.5705757,30000,115.93824005126953
1667359979.0507114,35000,121.04763793945312
1667359991.962991,40000,116.76280975341797
1667359997.1907547,45000,120.44647216796875
1667360010.2577772,50000,117.91706848144531
1667360015.937796,55000,117.5222396850586
1667360027.303584,60000,117.47052764892578
1667360033.3344793,65000,117.6533432006836
1667360044.618883,70000,119.54889678955078
1667360051.4053853,75000,113.304931640625
1667360061.047931,80000,116.13806915283203
1667360069.2189896,85000,113.94536590576172
1667360076.747331,90000,116.20171356201172
1667360085.8705244,95000,113.23757934570312
1667360094.4148173,100000,114.61615753173828
1667360103.625001,105000,114.01207733154297
1667360111.6465595,110000,114.08246612548828
1667360119.8246408,115000,111.6278305053711
1667360128.4631484,120000,114.12993621826172
1667360137.6558259,125000,113.15794372558594
1667360146.2442346,130000,114.64942169189453
1667360155.054838,135000,111.26406860351562
1667360164.8603976,140000,111.90911865234375
1667360171.5434556,145000,110.78618621826172
1667360180.8649583,150000,111.93635559082031
1667360189.2203615,155000,109.63345336914062
1667360198.5846903,160000,111.06038665771484
1667360207.6602814,165000,109.8576889038086
1667360215.7402945,170000,110.21699523925781
1667360224.5328374,175000,106.85098266601562
1667360232.460236,180000,109.54951477050781
1667360241.7581956,185000,110.43915557861328
1667360250.1694818,190000,107.93118286132812
1667360258.9255311,195000,108.83087921142578
1667360267.739913,200000,105.77720642089844
1667360275.0993767,205000,106.42975616455078
1667360283.552433,210000,106.8614273071289
1667360292.6233604,215000,106.66255950927734
1667360301.0610018,220000,107.4134750366211
1667360308.6805425,225000,108.22045135498047
1667360316.5182228,230000,105.87327575683594
1667360324.848109,235000,104.8836669921875
1667360334.3791776,240000,104.03031158447266
1667360342.8294492,245000,105.51305389404297
1667360351.963448,250000,103.28888702392578
1667360360.0414011,255000,102.88371276855469
1667360368.386049,260000,103.69841766357422
1667360377.1088014,265000,103.8360595703125
1667360385.4223146,270000,101.88885498046875
1667360393.652495,275000,104.41292572021484
1667360402.601718,280000,103.8428726196289
1667360410.398318,285000,103.88123321533203
1667360417.9794228,290000,102.71697998046875
1667360425.9596772,295000,102.4332275390625
1667360435.0528271,300000,101.87126159667969
1667360443.4727898,305000,101.22421264648438
1667360452.1423135,310000,100.47611999511719
1667360460.5856624,315000,99.9981460571289
1667360468.4528325,320000,100.73117065429688
1667360477.7123797,325000,98.89662170410156
1667360486.002214,330000,99.25520324707031
1667360494.3106742,335000,100.26285552978516
1667360501.989399,340000,101.9975814819336
1667360508.59319,345000,100.45024108886719
1667360517.7937043,350000,99.87164306640625
1667360525.0477622,355000,98.80134582519531
1667360533.8567631,360000,98.60344696044922
1667360542.4116526,365000,98.57122039794922
1667360550.7760994,370000,98.51258087158203
1667360557.79117,375000,99.13280487060547
1667360566.128331,380000,98.55825805664062
1667360574.248282,385000,96.26314544677734
1667360582.8153834,390000,97.25105285644531
1667360590.6512103,395000,97.12672424316406
1667360599.4042964,400000,96.88261413574219
1667360605.7672472,405000,96.74130249023438
1667360614.3441763,410000,96.66693115234375
1667360622.1151917,415000,95.78377532958984
1667360630.3439841,420000,96.75129699707031
1667360637.933099,425000,95.38187408447266
1667360645.7879114,430000,96.04395294189453
1667360653.3635058,435000,94.15462493896484
1667360661.386202,440000,94.50276947021484
1667360669.122725,445000,93.32923126220703
1667360677.4553814,450000,92.4455337524414
1667360685.2425594,455000,93.12411499023438
1667360692.3997579,460000,92.84256744384766
1667360700.8871238,465000,92.98199462890625
1667360709.2689335,470000,93.81581115722656
1667360716.8515284,475000,92.19648742675781
1667360725.133369,480000,91.0604019165039
1667360733.2719064,485000,92.31163787841797
1667360740.0075119,490000,89.79228210449219
1667360747.721189,495000,91.75214385986328
1667360755.9550598,500000,91.85277557373047
1667360764.0041244,505000,91.64781951904297
1667360772.6037855,510000,91.30066680908203
1667360779.5519605,515000,90.59210968017578
1667360786.4472167,520000,89.19763946533203
1667360793.9910545,525000,89.1848373413086
1667360802.0972052,530000,89.42007446289062
1667360809.4093883,535000,89.82720947265625
