Wall time,Step,Value
1665934609.7269392,20000,177.92857360839844
1665934615.7028227,30000,209.4583282470703
1665934636.334546,35000,155.15625
1665934648.7022307,45000,147.0294189453125
1665934657.805611,55000,175.0
1665934663.4467158,60000,192.625
1665934674.6763668,65000,160.40625
1665934686.3490622,70000,140.36111450195312
1665934699.29655,75000,156.125
1665934706.4719963,80000,150.65625
1665934713.40516,85000,154.6875
1665934720.0776262,90000,188.0357208251953
1665934729.477029,95000,154.8125
1665934740.0416193,100000,154.3333282470703
1665934754.5458817,105000,195.84616088867188
1665934774.3860188,115000,133.55555725097656
1665934788.8705633,125000,149.38235473632812
1665934798.2531605,130000,146.28125
1665934847.9869483,155000,144.5
1665934856.1780834,160000,149.4705810546875
1665934863.9844298,165000,164.64285278320312
1665934871.661463,170000,130.72500610351562
1665934885.1719685,175000,117.67500305175781
1665934906.3858283,185000,156.5
1665934931.8303516,200000,160.53125
1665934944.922983,205000,157.46875
1665934963.282419,215000,133.9705810546875
1665934970.4443514,220000,158.90625
1665934982.2663803,225000,140.19444274902344
1665934992.2565122,230000,164.43333435058594
1665935009.7689705,240000,142.27777099609375
1665935031.5057082,250000,133.5263214111328
1665935039.5339613,255000,145.2941131591797
1665935072.153545,270000,152.65625
1665935083.345003,275000,142.25
1665935093.7499537,280000,130.13157653808594
1665935100.5914285,285000,150.9375
1665935107.656489,290000,144.22222900390625
1665935142.3805878,305000,114.11904907226562
1665935151.1766841,310000,150.88235473632812
1665935171.1724882,320000,147.9375
1665935190.879536,330000,142.44444274902344
1665935200.9711616,335000,131.36842346191406
1665935212.1843338,340000,148.625
1665935223.6108756,345000,134.15789794921875
1665935232.6092827,350000,138.97222900390625
1665935255.1195338,360000,181.60714721679688
1665935270.0865142,365000,130.4736785888672
1665935287.640101,370000,117.64286041259766
1665935299.2583969,375000,130.5749969482422
1665935319.80845,385000,149.25
1665935348.0279758,395000,137.13888549804688
1665935361.7142072,400000,143.26470947265625
1665935387.872242,410000,123.84210205078125
1665935426.384384,425000,123.125
1665935439.970723,430000,121.88095092773438
1665935455.265802,435000,138.86111450195312
1665935465.0914512,440000,161.5
1665935477.148563,445000,135.11764526367188
1665935494.2235022,450000,140.22222900390625
1665935516.7336137,460000,123.75
1665935559.6266644,475000,138.0833282470703
1665935623.7952778,500000,124.9473648071289
1665935660.5083444,515000,142.72222900390625
1665935687.5160449,525000,129.94737243652344
1665935697.9867458,530000,144.4705810546875
1665935713.027013,535000,122.95237731933594
1665935803.7128608,570000,141.38235473632812
1665935844.0833166,585000,135.1052703857422
1665935868.1645586,595000,143.1764678955078
1665935883.7010753,600000,134.80555725097656
1665935896.8959324,605000,139.3333282470703
1665935948.5887775,625000,144.91175842285156
1665935961.202418,630000,118.4047622680664
1665935974.5962448,635000,145.2058868408203
1665936015.5297642,650000,141.38235473632812
1665936025.7801979,655000,149.1764678955078
1665936066.477369,670000,130.55262756347656
1665936113.9919183,690000,150.625
1665936143.1068568,700000,131.13157653808594
1665936171.4827554,710000,120.82499694824219
1665936179.1723926,715000,128.5263214111328
1665936195.0096786,720000,137.36111450195312
1665936207.7583206,725000,136.22222900390625
1665936221.4731624,730000,130.6842041015625
1665936234.398144,735000,132.07894897460938
1665936262.481366,745000,133.5
1665936284.3544226,755000,137.63888549804688
1665936329.5398817,770000,146.0
1665936340.710359,775000,134.07894897460938
1665936352.5103872,780000,126.4473648071289
1665936376.8297853,790000,142.4705810546875
1665936391.261814,795000,135.23684692382812
1665936408.9461358,800000,128.8947296142578
1665936431.9801714,810000,130.65789794921875
1665936443.203905,815000,138.19444274902344
1665936469.7924783,825000,133.07894897460938
1665936485.6296978,830000,119.95237731933594
1665936513.2172086,840000,125.69999694824219
1665936525.5279472,845000,117.73809814453125
1665936537.1823745,850000,123.2249984741211
1665936569.3662786,860000,112.73809814453125
1665936615.8759954,880000,134.36111450195312
1665936630.1302872,885000,133.4736785888672
1665936645.3642313,890000,141.05882263183594
1665936660.4626703,895000,119.5952377319336
1665936684.618557,905000,141.05555725097656
1665936696.4723208,910000,131.14706420898438
1665936725.1787581,920000,126.18421173095703
1665936750.6667976,930000,133.1666717529297
1665936764.877437,935000,138.27777099609375
1665936774.9519007,940000,122.4749984741211
1665936786.9087086,945000,120.02381134033203
1665936813.7760026,955000,131.88888549804688
1665936832.328039,960000,114.40908813476562
1665936919.1641257,995000,128.1052703857422
1665936972.9177709,1015000,125.80952453613281
1665937025.4220374,1035000,134.97222900390625
1665937038.9317212,1040000,121.38095092773438
1665937050.0222943,1045000,139.22222900390625
1665937105.6496603,1065000,138.3947296142578
1665937116.6039827,1070000,130.1666717529297
1665937131.9651349,1075000,122.0999984741211
1665937146.9874353,1080000,127.6500015258789
1665937184.6131027,1095000,106.0227279663086
1665937197.7544746,1100000,128.47500610351562
1665937229.2437418,1110000,126.0
1665937239.818014,1115000,128.57894897460938
1665937251.1050286,1120000,122.71052551269531
1665937281.6376915,1130000,123.88095092773438
1665937295.3725927,1135000,147.1875
1665937306.6050234,1140000,143.72222900390625
1665937331.7132924,1150000,120.75
1665937344.6118028,1155000,138.7105255126953
1665937360.3345354,1160000,124.18421173095703
1665937371.0343013,1165000,137.47222900390625
1665937384.2857802,1170000,138.36111450195312
1665937398.2369761,1175000,130.07894897460938
1665937431.7567146,1190000,135.55555725097656
